Wall time,Step,Value
1640706820.209021,1000,-0.05082749202847481
1640707714.671954,2000,-0.05122991278767586
1640708576.276145,3000,-0.04993775859475136
1640709349.366781,4000,-0.05246813967823982
1640710109.250155,5000,-0.05100356414914131
1640710828.260883,6000,-0.05246559903025627
1640711472.108242,7000,-0.05054117739200592
1640711944.287255,8000,-0.05137040466070175
1640712514.380505,9000,-0.05147852376103401
1640713095.216217,10000,-0.05193163454532623
1640713631.739667,11000,-0.04827707260847092
1640714141.309378,12000,-0.04937930777668953
1640714626.856659,13000,-0.049657467752695084
1640715118.692664,14000,-0.046953052282333374
1640715520.615958,15000,-0.0500185489654541
1640715986.070939,16000,-0.047714490443468094
1640716452.237628,17000,-0.04818865656852722
1640716907.4943,18000,-0.04661550745368004
1640717357.955676,19000,-0.04701334238052368
1640717808.499299,20000,-0.04566288739442825
1640718259.19909,21000,-0.04803167283535004
1640718711.369216,22000,-0.04831995442509651
1640719103.770071,23000,-0.048243939876556396
1640719556.35513,24000,-0.04794253781437874
1640720010.836821,25000,-0.0484396368265152
1640720462.343339,26000,-0.04885632544755936
1640720913.955916,27000,-0.048262737691402435
1640721364.964602,28000,-0.048932723701000214
1640721815.835872,29000,-0.04646119102835655
1640722205.447464,30000,-0.04724177345633507
1640722656.756458,31000,-0.046756427735090256
1640723105.826704,32000,-0.04842204600572586
1640723555.918998,33000,-0.047162678092718124
1640724008.846674,34000,-0.04601658880710602
1640724466.584681,35000,-0.04778129607439041
1640724921.367483,36000,-0.0470321960747242
1640725373.781956,37000,-0.04877600446343422
1640725765.96275,38000,-0.04669700562953949
1640726221.637253,39000,-0.046211566776037216
1640726675.009936,40000,-0.04877576604485512
1640727128.672024,41000,-0.04829530790448189
1640727581.014678,42000,-0.04788673296570778
1640728036.671255,43000,-0.047898996621370316
1640728493.282136,44000,-0.04881753399968147
1640728885.723548,45000,-0.04671916738152504
1640729341.666924,46000,-0.04670683667063713
1640729792.889528,47000,-0.04592432454228401
1640730241.705511,48000,-0.046808335930109024
1640730690.092641,49000,-0.046385280787944794
1640731142.811548,50000,-0.046265605837106705
1640731594.369095,51000,-0.04746563360095024
1640732044.55717,52000,-0.046035755425691605
1640732440.156688,53000,-0.046497076749801636
1640732893.3870022,54000,-0.044436320662498474
1640733352.2553947,55000,-0.045955952256917953
1640733810.781549,56000,-0.046934451907873154
1640734270.939818,57000,-0.04677996411919594
1640734737.781741,58000,-0.04594120755791664
1640735189.415027,59000,-0.045175839215517044
1640735583.2934191,60000,-0.04563373327255249
1640736036.817033,61000,-0.04435613378882408
1640736492.404532,62000,-0.04671751707792282
1640736949.067427,63000,-0.04533495008945465
1640737403.973026,64000,-0.04447244107723236
1640737866.537969,65000,-0.04554729908704758
1640738324.513462,66000,-0.04481528326869011
1640738725.165602,67000,-0.045594826340675354
1640739193.282175,68000,-0.04479299858212471
1640739650.832232,69000,-0.0444599911570549
1640740111.122648,70000,-0.0436541847884655
1640740571.260712,71000,-0.045112915337085724
1640741031.524647,72000,-0.04443541541695595
1640741488.786693,73000,-0.04536037519574165
1640741954.465247,74000,-0.0439147874712944
1640742350.47773,75000,-0.04426104575395584
1640742803.727854,76000,-0.04447053000330925
1640743258.137229,77000,-0.04448707401752472
1640743718.808045,78000,-0.04238666594028473
1640744172.50641,79000,-0.04348393902182579
1640744625.83825,80000,-0.044027525931596756
1640745086.553667,81000,-0.04169049113988876
1640745483.986515,82000,-0.04428448528051376
1640745942.085572,83000,-0.042803939431905746
1640746393.262459,84000,-0.04298746958374977
1640746846.573946,85000,-0.042866386473178864
1640747299.629264,86000,-0.04249696061015129
1640747749.159559,87000,-0.04183279722929001
1640748203.814947,88000,-0.04342615604400635
1640748684.632827,89000,-0.043666258454322815
1640749077.239167,90000,-0.043573807924985886
1640749553.422393,91000,-0.04221941903233528
1640750006.195267,92000,-0.04199511930346489
1640750457.973144,93000,-0.042593829333782196
1640750908.6422,94000,-0.04185640066862106
1640751360.072098,95000,-0.042377930134534836
1640751811.6873727,96000,-0.040465857833623886
1640752207.636071,97000,-0.04106016457080841
1640752666.079449,98000,-0.040480226278305054
1640753117.788551,99000,-0.041560135781764984
1640753574.3205838,100000,-0.040900301188230515
1640754026.280099,101000,-0.03967484459280968
1640754483.17712,102000,-0.041135359555482864
1640754934.375404,103000,-0.04046190530061722
1640755393.607026,104000,-0.0403427891433239
1640755783.436873,105000,-0.039608802646398544
1640756235.071618,106000,-0.03886809200048447
1640756688.103011,107000,-0.04037877917289734
