Wall time,Step,Value
1640789908.922213,1000,-0.052841927856206894
1640790798.403791,2000,-0.05164777487516403
1640791642.350591,3000,-0.05257490649819374
1640792427.395071,4000,-0.052887704223394394
1640793204.652859,5000,-0.05000660941004753
1640793901.506368,6000,-0.05256086587905884
1640794584.436513,7000,-0.05034675821661949
1640795073.820923,8000,-0.052721645683050156
1640795689.037795,9000,-0.05014438554644585
1640796284.172171,10000,-0.05058791860938072
1640796871.468542,11000,-0.050427019596099854
1640797463.37316,12000,-0.04854705557227135
1640798029.798926,13000,-0.043412983417510986
1640798577.463022,14000,-0.04776370897889137
1640799008.798159,15000,-0.04756913706660271
1640799548.052229,16000,-0.04536114260554314
1640800071.617448,17000,-0.04694126173853874
1640800585.018044,18000,-0.045633867383003235
1640801076.470678,19000,-0.047274477779865265
1640801554.906094,20000,-0.0455484576523304
1640802024.913975,21000,-0.04625947028398514
1640802494.733599,22000,-0.046064529567956924
1640802890.270861,23000,-0.04525965452194214
1640803344.285368,24000,-0.04634283110499382
1640803795.428722,25000,-0.04256667196750641
1640804246.049014,26000,-0.04387092590332031
1640804696.986166,27000,-0.044453009963035583
1640805160.63016,28000,-0.04310387372970581
1640805611.788791,29000,-0.04437661170959473
1640806006.225053,30000,-0.042565006762742996
1640806461.351595,31000,-0.043343525379896164
1640806911.717177,32000,-0.04300937429070473
1640807360.182724,33000,-0.04129679501056671
1640807810.396996,34000,-0.04266316443681717
1640808259.0415077,35000,-0.04031435027718544
1640808709.474313,36000,-0.04196181148290634
1640809161.385789,37000,-0.041072677820920944
1640809553.998516,38000,-0.04100474715232849
1640810005.340777,39000,-0.04093547165393829
1640810458.557287,40000,-0.04203415662050247
1640810910.364518,41000,-0.040958404541015625
1640811361.658033,42000,-0.04090452939271927
1640811812.587906,43000,-0.042130716145038605
1640812264.614485,44000,-0.03973995894193649
1640812657.027791,45000,-0.040723953396081924
1640813113.938804,46000,-0.040797241032123566
1640813567.287897,47000,-0.04006156697869301
1640814026.629478,48000,-0.03957689180970192
1640814479.349838,49000,-0.03961991146206856
1640814934.178037,50000,-0.040763940662145615
1640815389.102323,51000,-0.040954235941171646
1640815842.081984,52000,-0.039807677268981934
1640816235.374725,53000,-0.04084829241037369
1640816689.803029,54000,-0.040763843804597855
1640817141.61433,55000,-0.03976896032691002
1640817599.8594828,56000,-0.0408145897090435
1640818059.397501,57000,-0.040104568004608154
1640818511.607222,58000,-0.04146184027194977
1640818966.356238,59000,-0.040189556777477264
1640819353.923953,60000,-0.04173096641898155
1640819804.748114,61000,-0.03776733949780464
1640820255.443998,62000,-0.03983680531382561
1640820706.123886,63000,-0.03950866311788559
1640821157.145055,64000,-0.04005200415849686
1640821606.7889578,65000,-0.040506500750780106
1640822055.549291,66000,-0.04186069220304489
1640822447.312845,67000,-0.04072583094239235
1640822900.826762,68000,-0.04073215276002884
1640823352.021666,69000,-0.04050520807504654
1640823806.266418,70000,-0.040903110057115555
1640824258.606701,71000,-0.040972888469696045
1640824711.620724,72000,-0.03878425434231758
1640825161.720181,73000,-0.0399179570376873
1640825612.552954,74000,-0.03904271125793457
1640826006.032533,75000,-0.04054601117968559
1640826456.526425,76000,-0.03922422230243683
1640826909.33853,77000,-0.039776790887117386
1640827359.608609,78000,-0.03985817730426788
1640827812.026553,79000,-0.03947049751877785
1640828257.475458,80000,-0.03594094142317772
1640828705.789645,81000,-0.03911059722304344
1640829095.078003,82000,-0.03911679983139038
1640829550.955698,83000,-0.037754081189632416
1640830002.14495,84000,-0.0387120395898819
1640830452.734686,85000,-0.038510728627443314
1640830902.706756,86000,-0.039886508136987686
1640831355.077294,87000,-0.03938329964876175
1640831808.194582,88000,-0.0398578979074955
1640832259.005778,89000,-0.039705198258161545
1640832650.820055,90000,-0.03908818960189819
1640833099.619819,91000,-0.04061983898282051
1640833548.2650769,92000,-0.03768884018063545
1640833995.649979,93000,-0.039312269538640976
1640834443.91049,94000,-0.039465103298425674
1640834893.014083,95000,-0.03916582465171814
1640835348.359198,96000,-0.04028209671378136
1640835741.577578,97000,-0.03936313837766647
1640836194.6802907,98000,-0.04053536430001259
1640836646.034092,99000,-0.040324773639440536
1640837098.37513,100000,-0.038602154701948166
1640837550.602709,101000,-0.03998972102999687
1640838003.334606,102000,-0.038184985518455505
1640838454.921833,103000,-0.039353467524051666
1640838905.569936,104000,-0.03901778906583786
1640839295.948396,105000,-0.03904634714126587
1640839746.330307,106000,-0.038760267198085785
1640840203.014854,107000,-0.040603674948215485
